SNP	CHR	BP	P	POS	GENEID	NEIGHBORGENE	FUNCTION
Chr5_3546694	5	3546694	1.729462e-02	95717540	AT5G11140	NA	Arabidopsis phospholipase-like protein (PEARLI 4) family (EC Arabidopsis phospholipase-like protein (PEARLI 4) family)
Chr5_3546925	5	3546925	1.729462e-02	95717771	AT5G11140	NA	Arabidopsis phospholipase-like protein (PEARLI 4) family (EC Arabidopsis phospholipase-like protein (PEARLI 4) family)
Chr1_24361323	1	24361323	2.438407e-02	24361323	AT1G65520	NA	delta(3), delta(2)-enoyl CoA isomerase 1 (EC delta(3), delta(2)-enoyl CoA isomerase 1)
Chr3_14770583	3	14770583	1.213510e-02	64896543	NA	NA	NA
Chr4_9379159	4	9379159	2.326379e-02	82964949	AT4G16660	NA	heat shock protein 70 (Hsp 70) family protein (EC heat shock protein 70 (Hsp 70) family protein)
Chr2_667036	2	667036	1.833285e-02	31094707	AT2G02490	NA	NA
Chr3_18923817	3	18923817	1.836990e-02	69049777	AT3G50920	NA	Phosphatidic acid phosphatase (PAP2) family protein (EC Phosphatidic acid phosphatase (PAP2) family protein)
Chr3_12563894	3	12563894	2.493871e-02	62689854	NA	NA	NA
Chr1_17390063	1	17390063	1.829993e-02	17390063	NA	NA	NA
Chr1_17391206	1	17391206	1.829993e-02	17391206	NA	NA	NA
Chr1_17391627	1	17391627	1.829993e-02	17391627	NA	NA	NA
Chr4_485454	4	485454	2.049702e-02	74071244	AT4G01120	NA	G-box binding factor 2 (EC G-box binding factor 2)
Chr5_8553438	5	8553438	2.518584e-02	100724284	AT5G24880	NA	NA
Chr4_14536869	4	14536869	1.484784e-02	88122659	AT4G29660	NA	embryo defective 2752 (EC embryo defective 2752)
Chr4_14543422	4	14543422	1.484784e-02	88129212	AT4G29690	NA	Alkaline-phosphatase-like family protein (EC Alkaline-phosphatase-like family protein)
Chr4_14558058	4	14558058	1.484784e-02	88143848	NA	NA	NA
Chr1_2338549	1	2338549	2.030287e-02	2338549	AT1G07600	NA	metallothionein 1A (EC metallothionein 1A)
Chr5_121522	5	121522	1.784828e-02	92292368	AT5G01290	NA	mRNA capping enzyme family protein (EC mRNA capping enzyme family protein)
Chr5_3596087	5	3596087	1.800314e-02	95766933	AT5G11260	NA	Basic-leucine zipper (bZIP) transcription factor family protein (EC Basic-leucine zipper (bZIP) transcription factor family protein)
Chr2_12096672	2	12096672	1.713949e-02	42524343	AT2G28320	NA	Pleckstrin homology (PH) and lipid-binding START domains-containing protein (EC Pleckstrin homology (PH) and lipid-binding START domains-containing protein)
Chr5_3543061	5	3543061	1.758442e-02	95713907	AT5G11130	NA	Exostosin family protein (EC Exostosin family protein)
Chr4_896428	4	896428	2.425289e-02	74482218	AT4G02030	NA	Vps51/Vps67 family (components of vesicular transport) protein (EC Vps51/Vps67 family (components of vesicular transport) protein)
Chr3_19295725	3	19295725	2.782879e-02	69421685	AT3G52010	NA	serine carboxypeptidase-like 37 (EC serine carboxypeptidase-like 37)
Chr4_7888631	4	7888631	1.530428e-02	81474421	AT4G13572	NA	NA
Chr3_14995181	3	14995181	1.835485e-02	65121141	NA	NA	NA
Chr2_10832597	2	10832597	1.644641e-02	41260268	AT2G25450	NA	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein (EC 2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein)
Chr1_19318842	1	19318842	6.577378e-03	19318842	NA	NA	NA
Chr2_12308710	2	12308710	1.794014e-02	42736381	AT2G28690	NA	Protein of unknown function (DUF1635) (EC Protein of unknown function (DUF1635))
Chr5_13312563	5	13312563	1.677664e-02	105483409	AT5G35050	NA	Domain of unknown function (DUF1985) (EC Domain of unknown function (DUF1985))
Chr4_1413127	4	1413127	2.606962e-02	74998917	AT4G03205	NA	Coproporphyrinogen III oxidase (EC Coproporphyrinogen III oxidase)
Chr5_2485778	5	2485778	1.815018e-02	94656624	AT5G07790	NA	NA
Chr4_6113500	4	6113500	4.596030e-03	79699290	NA	NA	NA
Chr3_16124993	3	16124993	2.089489e-02	66250953	AT3G44540	NA	fatty acid reductase 4 (EC fatty acid reductase 4)
Chr5_15642214	5	15642214	2.140888e-02	107813060	AT5G39080	NA	HXXXD-type acyl-transferase family protein (EC HXXXD-type acyl-transferase family protein)
Chr5_8024479	5	8024479	2.181597e-02	100195325	AT5G23800	NA	DOMAIN OF UNKNOWN FUNCTION 724 10 (EC DOMAIN OF UNKNOWN FUNCTION 724 10)
Chr2_5522361	2	5522361	2.031213e-02	35950032	NA	NA	NA
Chr5_3798326	5	3798326	2.479987e-02	95969172	NA	NA	NA
Chr1_24255762	1	24255762	2.109347e-02	24255762	AT1G65300	NA	AGAMOUS-like 38 (EC AGAMOUS-like 38)
Chr5_24632856	5	24632856	2.694197e-02	116803702	AT5G61240	NA	Leucine-rich repeat (LRR) family protein (EC Leucine-rich repeat (LRR) family protein)
Chr4_9514582	4	9514582	1.677586e-02	83100372	NA	NA	NA
Chr4_14406598	4	14406598	5.009245e-03	87992388	AT4G29220	NA	phosphofructokinase 1 (EC phosphofructokinase 1)
Chr4_13099131	4	13099131	1.871618e-02	86684921	AT4G25710	NA	Galactose oxidase/kelch repeat superfamily protein (EC Galactose oxidase/kelch repeat superfamily protein)
Chr4_817900	4	817900	4.449156e-03	74403690	AT4G01890	NA	Pectin lyase-like superfamily protein (EC Pectin lyase-like superfamily protein)
Chr1_13744099	1	13744099	1.667363e-02	13744099	NA	NA	NA
Chr5_9584832	5	9584832	2.753578e-02	101755678	AT5G27230	NA	Frigida-like protein (EC Frigida-like protein)
Chr5_17093160	5	17093160	5.142509e-02	109264006	NA	NA	NA
Chr2_5928040	2	5928040	1.902281e-02	36355711	AT2G14080	NA	Disease resistance protein (TIR-NBS-LRR class) family (EC Disease resistance protein (TIR-NBS-LRR class) family)
Chr5_12214790	5	12214790	5.712526e-03	104385636	NA	NA	NA
Chr1_25404253	1	25404253	2.627456e-02	25404253	AT1G67750	NA	Pectate lyase family protein (EC Pectate lyase family protein)
Chr2_1936300	2	1936300	1.687736e-02	32363971	AT2G05320	NA	beta-1,2-N-acetylglucosaminyltransferase II (EC beta-1,2-N-acetylglucosaminyltransferase II)
Chr3_12262767	3	12262767	2.333511e-02	62388727	NA	NA	NA
Chr4_17244669	4	17244669	2.122724e-02	90830459	AT4G36540	NA	BR enhanced expression 2 (EC BR enhanced expression 2)
Chr2_10801957	2	10801957	2.643392e-02	41229628	AT2G25355	NA	PNAS-3 related (EC PNAS-3 related)
Chr3_12655651	3	12655651	4.590090e-02	62781611	NA	NA	NA
Chr3_8376984	3	8376984	2.276405e-02	58502944	AT3G23390	NA	Zinc-binding ribosomal protein family protein (EC Zinc-binding ribosomal protein family protein)
Chr5_13956969	5	13956969	1.515291e-02	106127815	NA	NA	NA
Chr3_18367111	3	18367111	2.694972e-02	68493071	AT3G49530	NA	NAC domain containing protein 62 (EC NAC domain containing protein 62)
Chr3_9931982	3	9931982	2.054935e-02	60057942	AT3G26932	NA	dsRNA-binding protein 3 (EC dsRNA-binding protein 3)
Chr5_11455619	5	11455619	5.823348e-03	103626465	NA	NA	NA
Chr1_311769	1	311769	2.996304e-02	311769	AT1G01900	NA	subtilase family protein (EC subtilase family protein)
Chr2_16193575	2	16193575	1.927026e-02	46621246	AT2G38730	NA	Cyclophilin-like peptidyl-prolyl cis-trans isomerase family protein (EC Cyclophilin-like peptidyl-prolyl cis-trans isomerase family protein)
Chr3_14802318	3	14802318	1.802304e-02	64928278	NA	NA	NA
Chr3_11608829	3	11608829	8.089505e-03	61734789	NA	NA	NA
Chr5_23251333	5	23251333	2.122729e-02	115422179	AT5G57380	NA	Fibronectin type III domain-containing protein (EC Fibronectin type III domain-containing protein)
Chr4_13485701	4	13485701	1.732186e-02	87071491	AT4G26760	NA	microtubule-associated protein 65-2 (EC microtubule-associated protein 65-2)
Chr1_24026166	1	24026166	2.327654e-02	24026166	AT1G64650	NA	Major facilitator superfamily protein (EC Major facilitator superfamily protein)
Chr5_9620215	5	9620215	1.655993e-02	101791061	AT5G27290	NA	NA
Chr5_26936668	5	26936668	2.043176e-02	119107514	AT5G67500	NA	voltage dependent anion channel 2 (EC voltage dependent anion channel 2)
Chr5_6189330	5	6189330	2.343366e-02	98360176	NA	NA	NA
Chr5_25678004	5	25678004	2.213995e-02	117848850	AT5G64170	NA	dentin sialophosphoprotein-related (EC dentin sialophosphoprotein-related)
Chr5_14776762	5	14776762	2.869840e-02	106947608	AT5G37310	NA	Endomembrane protein 70 protein family (EC Endomembrane protein 70 protein family)
Chr2_6196713	2	6196713	2.297891e-02	36624384	NA	NA	NA
Chr4_12007804	4	12007804	1.453600e-02	85593594	AT4G22890	NA	PGR5-LIKE A (EC PGR5-LIKE A)
Chr4_12008004	4	12008004	1.453600e-02	85593794	AT4G22890	NA	PGR5-LIKE A (EC PGR5-LIKE A)
Chr3_11155921	3	11155921	2.106183e-02	61281881	NA	NA	NA
Chr3_12192255	3	12192255	2.040671e-02	62318215	NA	NA	NA
Chr4_13525572	4	13525572	1.856380e-02	87111362	AT4G26910	NA	Dihydrolipoamide succinyltransferase (EC Dihydrolipoamide succinyltransferase)
Chr4_9667169	4	9667169	2.630224e-02	83252959	AT4G17230	NA	SCARECROW-like 13 (EC SCARECROW-like 13)
Chr1_8046603	1	8046603	3.181155e-02	8046603	AT1G22720	NA	Protein kinase superfamily protein (EC Protein kinase superfamily protein)
Chr1_1064460	1	1064460	5.511259e-03	1064460	AT1G04110	NA	Subtilase family protein (EC Subtilase family protein)
Chr1_1476349	1	1476349	1.627296e-02	1476349	AT1G05120	NA	Helicase protein with RING/U-box domain (EC Helicase protein with RING/U-box domain)
Chr1_16207779	1	16207779	1.899922e-02	16207779	NA	NA	NA
Chr4_11790414	4	11790414	1.522861e-02	85376204	AT4G22300	NA	carboxylesterases (EC carboxylesterases)
Chr3_8786333	3	8786333	2.189653e-02	58912293	AT3G24250	NA	glycine-rich protein (EC glycine-rich protein)
Chr3_14294005	3	14294005	2.854150e-02	64419965	NA	NA	NA
Chr3_15118165	3	15118165	2.028627e-02	65244125	NA	NA	NA
Chr5_22568320	5	22568320	2.261359e-02	114739166	AT5G55760	NA	sirtuin 1 (EC sirtuin 1)
Chr3_2390352	3	2390352	2.720414e-02	52516312	AT3G07470	NA	Protein of unknown function, DUF538 (EC Protein of unknown function, DUF538)
Chr5_15915764	5	15915764	2.348709e-02	108086610	NA	NA	NA
Chr5_2591986	5	2591986	2.048650e-02	94762832	AT5G08090	NA	NA
Chr5_5607110	5	5607110	1.890087e-02	97777956	AT5G17040	NA	UDP-Glycosyltransferase superfamily protein (EC UDP-Glycosyltransferase superfamily protein)
Chr5_24682657	5	24682657	3.003312e-02	116853503	AT5G61390	NA	Polynucleotidyl transferase, ribonuclease H-like superfamily protein (EC Polynucleotidyl transferase, ribonuclease H-like superfamily protein)
Chr2_8338678	2	8338678	2.501162e-02	38766349	AT2G19210	NA	Leucine-rich repeat transmembrane protein kinase protein (EC Leucine-rich repeat transmembrane protein kinase protein)
Chr5_22285199	5	22285199	1.746712e-02	114456045	AT5G54860	NA	Major facilitator superfamily protein (EC Major facilitator superfamily protein)
Chr4_9038670	4	9038670	2.360875e-02	82624460	AT4G15940	NA	Fumarylacetoacetate (FAA) hydrolase family (EC Fumarylacetoacetate (FAA) hydrolase family)
Chr2_5630894	2	5630894	2.174454e-02	36058565	AT2G13510	NA	NA
Chr3_21139608	3	21139608	2.404015e-02	71265568	AT3G57120	NA	Protein kinase superfamily protein (EC Protein kinase superfamily protein)
Chr1_6721922	1	6721922	4.577307e-03	6721922	NA	NA	NA
Chr2_10827305	2	10827305	1.512385e-02	41254976	AT2G25440	NA	receptor like protein 20 (EC receptor like protein 20)
Chr5_17925814	5	17925814	2.358741e-02	110096660	AT5G44490	NA	FBD, F-box, Skp2-like and Leucine Rich Repeat domains containing protein (EC FBD, F-box, Skp2-like and Leucine Rich Repeat domains containing protein)
Chr5_10548278	5	10548278	2.415107e-02	102719124	NA	NA	NA
Chr3_20568203	3	20568203	2.383991e-02	70694163	NA	NA	NA
Chr5_3545970	5	3545970	1.734116e-02	95716816	AT5G11140	NA	Arabidopsis phospholipase-like protein (PEARLI 4) family (EC Arabidopsis phospholipase-like protein (PEARLI 4) family)
Chr5_3456195	5	3456195	2.337068e-02	95627041	AT5G10940	NA	transducin family protein / WD-40 repeat family protein (EC transducin family protein / WD-40 repeat family protein)
Chr5_10456750	5	10456750	1.696263e-02	102627596	AT5G28490	NA	Protein of unknown function (DUF640) (EC Protein of unknown function (DUF640))
Chr1_12349926	1	12349926	2.294860e-02	12349926	NA	NA	NA
Chr1_3982990	1	3982990	2.817197e-02	3982990	AT1G11790	NA	arogenate dehydratase 1 (EC arogenate dehydratase 1)
Chr1_3986269	1	3986269	2.817197e-02	3986269	NA	NA	NA
Chr2_2142092	2	2142092	2.708240e-02	32569763	AT2G05710	NA	aconitase 3 (EC aconitase 3)
Chr5_17997128	5	17997128	3.029674e-02	110167974	NA	NA	NA
Chr2_6173663	2	6173663	2.108805e-02	36601334	NA	NA	NA
Chr2_13142921	2	13142921	2.357462e-02	43570592	AT2G30870	NA	glutathione S-transferase PHI 10 (EC glutathione S-transferase PHI 10)
Chr1_7276212	1	7276212	2.616487e-02	7276212	NA	NA	NA
Chr2_8593239	2	8593239	2.330264e-02	39020910	NA	NA	NA
Chr2_8607576	2	8607576	2.330264e-02	39035247	AT2G19920	NA	RNA-dependent RNA polymerase family protein (EC RNA-dependent RNA polymerase family protein)
Chr2_8610460	2	8610460	2.330264e-02	39038131	AT2G19920	NA	RNA-dependent RNA polymerase family protein (EC RNA-dependent RNA polymerase family protein)
Chr2_8612051	2	8612051	2.330264e-02	39039722	AT2G19920	NA	RNA-dependent RNA polymerase family protein (EC RNA-dependent RNA polymerase family protein)
Chr5_17696063	5	17696063	5.521610e-02	109866909	AT5G43960	NA	Nuclear transport factor 2 (NTF2) family protein with RNA binding (RRM-RBD-RNP motifs) domain (EC Nuclear transport factor 2 (NTF2) family protein with RNA binding (RRM-RBD-RNP motifs) domain)
Chr4_11712240	4	11712240	2.617030e-02	85298030	AT4G22100	NA	beta glucosidase 2 (EC beta glucosidase 2)
Chr4_11712469	4	11712469	2.617030e-02	85298259	AT4G22100	NA	beta glucosidase 2 (EC beta glucosidase 2)
Chr1_23957988	1	23957988	1.869439e-02	23957988	AT1G64520	NA	regulatory particle non-ATPase 12A (EC regulatory particle non-ATPase 12A)
Chr5_17799920	5	17799920	1.932084e-02	109970766	AT5G44190	NA	GOLDEN2-like 2 (EC GOLDEN2-like 2)
Chr5_17800152	5	17800152	1.932084e-02	109970998	AT5G44190	NA	GOLDEN2-like 2 (EC GOLDEN2-like 2)
Chr5_21646641	5	21646641	2.877748e-02	113817487	AT5G53350	NA	CLP protease regulatory subunit X (EC CLP protease regulatory subunit X)
Chr1_4377533	1	4377533	2.028870e-02	4377533	AT1G12840	NA	vacuolar ATP synthase subunit C (VATC) / V-ATPase C subunit / vacuolar proton pump C subunit (DET3) (EC vacuolar ATP synthase subunit C (VATC) / V-ATPase C subunit / vacuolar proton pump C subunit (DET3))
Chr5_23897239	5	23897239	2.738892e-02	116068085	AT5G59220	NA	highly ABA-induced PP2C gene 1 (EC highly ABA-induced PP2C gene 1)
Chr3_14794125	3	14794125	1.889466e-02	64920085	NA	NA	NA
Chr4_1501488	4	1501488	2.345063e-02	75087278	AT4G03400	NA	Auxin-responsive GH3 family protein (EC Auxin-responsive GH3 family protein)
Chr2_11461499	2	11461499	1.908405e-02	41889170	AT2G26870	NA	non-specific phospholipase C2 (EC non-specific phospholipase C2)
Chr4_11791789	4	11791789	1.552966e-02	85377579	AT4G22305	NA	alpha/beta-Hydrolases superfamily protein (EC alpha/beta-Hydrolases superfamily protein)
Chr5_4391279	5	4391279	2.751539e-02	96562125	AT5G13630	NA	magnesium-chelatase subunit chlH, chloroplast, putative / Mg-protoporphyrin IX chelatase, putative (CHLH) (EC magnesium-chelatase subunit chlH, chloroplast, putative / Mg-protoporphyrin IX chelatase, putative (CHLH))
Chr5_4391444	5	4391444	2.751539e-02	96562290	AT5G13630	NA	magnesium-chelatase subunit chlH, chloroplast, putative / Mg-protoporphyrin IX chelatase, putative (CHLH) (EC magnesium-chelatase subunit chlH, chloroplast, putative / Mg-protoporphyrin IX chelatase, putative (CHLH))
Chr5_15774149	5	15774149	1.982065e-02	107944995	AT5G39420	NA	CDC2C (EC CDC2C)
Chr2_18339954	2	18339954	2.843200e-02	48767625	AT2G44440	NA	Emsy N Terminus (ENT) domain-containing protein (EC Emsy N Terminus (ENT) domain-containing protein)
Chr1_785829	1	785829	2.727033e-02	785829	NA	NA	NA
Chr2_156449	2	156449	2.397114e-02	30584120	NA	NA	NA
Chr4_938216	4	938216	2.052954e-02	74524006	AT4G02110	NA	transcription coactivators (EC transcription coactivators)
Chr1_5471530	1	5471530	2.356383e-02	5471530	AT1G15930	NA	Ribosomal protein L7Ae/L30e/S12e/Gadd45 family protein (EC Ribosomal protein L7Ae/L30e/S12e/Gadd45 family protein)
Chr3_17190435	3	17190435	2.107075e-02	67316395	AT3G46650	NA	UDP-Glycosyltransferase superfamily protein (EC UDP-Glycosyltransferase superfamily protein)
Chr2_2165671	2	2165671	2.081803e-02	32593342	NA	NA	NA
Chr3_15624312	3	15624312	4.493859e-03	65750272	NA	NA	NA
Chr4_8542412	4	8542412	2.660655e-02	82128202	AT4G14940	NA	amine oxidase 1 (EC amine oxidase 1)
Chr5_18610419	5	18610419	6.381045e-02	110781265	AT5G45880	NA	Pollen Ole e 1 allergen and extensin family protein (EC Pollen Ole e 1 allergen and extensin family protein)
Chr5_19248527	5	19248527	2.251214e-02	111419373	AT5G47450	NA	tonoplast intrinsic protein 2
Chr3_11700017	3	11700017	2.346253e-02	61825977	NA	NA	NA
Chr2_12900303	2	12900303	2.048916e-02	43327974	NA	NA	NA
Chr1_29725653	1	29725653	2.636471e-02	29725653	AT1G79000	NA	histone acetyltransferase of the CBP family 1 (EC histone acetyltransferase of the CBP family 1)
Chr1_29725769	1	29725769	2.636471e-02	29725769	AT1G79000	NA	histone acetyltransferase of the CBP family 1 (EC histone acetyltransferase of the CBP family 1)
Chr3_17934266	3	17934266	1.840191e-02	68060226	AT3G48425	NA	DNAse I-like superfamily protein (EC DNAse I-like superfamily protein)
Chr2_1139076	2	1139076	2.054371e-02	31566747	NA	NA	NA
Chr2_13692397	2	13692397	1.475799e-02	44120068	AT2G32240	NA	NA
Chr1_17702962	1	17702962	2.236884e-02	17702962	NA	NA	NA
Chr5_7037582	5	7037582	2.942884e-02	99208428	NA	NA	NA
Chr5_6653493	5	6653493	2.091372e-02	98824339	AT5G19690	NA	staurosporin and temperature sensitive 3-like A (EC staurosporin and temperature sensitive 3-like A)
Chr3_14733629	3	14733629	2.099639e-02	64859589	NA	NA	NA
Chr3_21386838	3	21386838	2.709437e-02	71512798	AT3G57700	NA	Protein kinase superfamily protein (EC Protein kinase superfamily protein)
Chr1_13876476	1	13876476	2.415885e-02	13876476	NA	NA	NA
Chr2_2139981	2	2139981	1.863806e-02	32567652	NA	NA	NA
Chr3_12706476	3	12706476	5.451678e-03	62832436	NA	NA	NA
Chr1_7049020	1	7049020	1.887322e-02	7049020	AT1G20360	NA	F-box family protein (EC F-box family protein)
Chr1_4120269	1	4120269	2.099554e-02	4120269	AT1G12120	NA	Plant protein of unknown function (DUF863) (EC Plant protein of unknown function (DUF863))
Chr2_12623376	2	12623376	2.018603e-02	43051047	NA	NA	NA
Chr2_12115191	2	12115191	1.736979e-02	42542862	AT2G28350	NA	auxin response factor 10 (EC auxin response factor 10)
Chr4_2168156	4	2168156	2.157469e-02	75753946	AT4G04404	NA	C2H2 and C2HC zinc fingers superfamily protein (EC C2H2 and C2HC zinc fingers superfamily protein)
Chr1_17693408	1	17693408	2.208658e-02	17693408	AT1G47980	NA	NA
Chr1_17693543	1	17693543	2.208658e-02	17693543	AT1G47980	NA	NA
Chr1_139991	1	139991	2.924500e-02	139991	AT1G01320	NA	Tetratricopeptide repeat (TPR)-like superfamily protein (EC Tetratricopeptide repeat (TPR)-like superfamily protein)
Chr1_140005	1	140005	2.924500e-02	140005	AT1G01320	NA	Tetratricopeptide repeat (TPR)-like superfamily protein (EC Tetratricopeptide repeat (TPR)-like superfamily protein)
Chr5_13944757	5	13944757	2.146351e-02	106115603	AT5G35770	NA	Transducin/WD40 repeat-like superfamily protein (EC Transducin/WD40 repeat-like superfamily protein)
Chr2_13093703	2	13093703	2.085111e-02	43521374	AT2G30720	NA	Thioesterase/thiol ester dehydrase-isomerase superfamily protein (EC Thioesterase/thiol ester dehydrase-isomerase superfamily protein)
Chr5_9600475	5	9600475	2.849599e-02	101771321	AT5G27240	NA	DNAJ heat shock N-terminal domain-containing protein (EC DNAJ heat shock N-terminal domain-containing protein)
Chr4_1379952	4	1379952	4.724710e-03	74965742	AT4G03110	NA	RNA-binding protein-defense related 1 (EC RNA-binding protein-defense related 1)
Chr4_10817366	4	10817366	4.757017e-03	84403156	AT4G19960	NA	K+ uptake permease 9 (EC K+ uptake permease 9)
Chr5_1016613	5	1016613	4.692574e-03	93187459	AT5G03810	NA	GDSL-like Lipase/Acylhydrolase family protein (EC GDSL-like Lipase/Acylhydrolase family protein)
Chr5_10568613	5	10568613	2.342832e-02	102739459	NA	NA	NA
Chr3_15502799	3	15502799	2.321951e-02	65628759	AT3G43580	NA	Beta-galactosidase related protein (EC Beta-galactosidase related protein)
